priority,priority_note,is_positive_control,control_name,molecule_chembl_id,molecule_pref_name,max_phase,canonical_smiles,rank_overall,potency_band,pactivity_median,pactivity_max,potency_nm_min,direction,has_efficacy_corroboration,efficacy_fold_max,efficacy_pct_max,evidence_level,n_assays,n_docs,flags,murcko_scaffold,scaffold_cluster_size,is_scaffold_representative
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4573996,,,CCc1cncc(Oc2cc(NC(=O)NC)ncc2-c2ccc(OCCO)nc2)c1,148,7.0–7.5（32–100 nM）,7.21,7.4,40.0,activation_by_potency,FALSE,,,中,4,1,,c1cncc(Oc2ccncc2-c2cccnc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL574131,,,COCCNS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1,151,7.0–7.5（32–100 nM）,7.21,7.21,61.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccccc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4446305,,,CNC(=O)Nc1cc(Oc2cncc(C)c2)c(-c2ccc(OCCO)nc2)cn1,152,7.0–7.5（32–100 nM）,7.2,7.3,50.0,activation_by_potency,FALSE,,,中,5,1,,c1cncc(Oc2ccncc2-c2cccnc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL561652,,,C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,153,7.0–7.5（32–100 nM）,7.2,7.3,50.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2022802,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3C[C@@H](C)O[C@@H](C)C3)cc2)cc(C(=O)Nc2nccs2)c1,154,7.0–7.5（32–100 nM）,7.2,7.2,62.6,activation,TRUE,1.5,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2206791,,,COCC[C@H](Oc1ncnc2c1cnn2-c1ccccc1C(F)(F)F)C(=O)Nc1ccc(C)cn1,156,7.0–7.5（32–100 nM）,7.2,7.2,63.1,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221517,,,O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,158,7.0–7.5（32–100 nM）,7.2,7.2,63.1,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5091943,,,CCOP(=O)(Cc1csc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)COC)c2)n1)OCC,159,7.0–7.5（32–100 nM）,7.19,7.42,38.0,activation,TRUE,,1454.0,中,8,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3894527,,,CN1C(=O)CCC1c1cc2[nH]c(-c3ccc(C(F)(F)F)cn3)cc2cc1Oc1ccc(CC(=O)O)cc1,162,7.0–7.5（32–100 nM）,7.19,7.19,63.9,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2ccccc2)N1,16,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3955232,,,COC(=O)Cc1csc(-c2cc3cc(Oc4ccc(S(C)(=O)=O)cc4)c(C4CCC(=O)N4C)cc3[nH]2)n1,163,7.0–7.5（32–100 nM）,7.19,7.19,65.1,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4nccs4)cc3cc2Oc2ccccc2)N1,5,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2023050,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3C[C@@H](C)O[C@@H](C)C3)cc2)cc(C(=O)Nc2ncc(F)s2)c1,165,7.0–7.5（32–100 nM）,7.18,7.18,65.4,activation,TRUE,1.7,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3905981,,,CN1C(=O)CCC1c1cc2[nH]c(-c3ncc(CCC(=O)O)s3)cc2cc1Oc1ccc(S(C)(=O)=O)cc1,166,7.0–7.5（32–100 nM）,7.18,7.18,66.7,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4nccs4)cc3cc2Oc2ccccc2)N1,5,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL575088,,,CS(=O)(=O)c1cccc(F)c1Oc1ccc2ncnc(Nc3cc[nH]n3)c2c1,172,7.0–7.5（32–100 nM）,7.16,7.4,40.0,activation,TRUE,0.76,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1778355,,,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2OC)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,173,7.0–7.5（32–100 nM）,7.16,7.16,70.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(OCCc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1778361,,,COC[C@H](C)Oc1cc(OC[C@H](C)c2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,174,7.0–7.5（32–100 nM）,7.16,7.16,70.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(OCCc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3217921,,,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)Nc2nccs2)c1,177,7.0–7.5（32–100 nM）,7.16,7.16,70.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3911909,,,CN1C(=O)CCC1c1cc2[nH]c(-c3ncc(CCC(=O)O)s3)cc2cc1Oc1ccc(S(C)(=O)=O)nc1,178,7.0–7.5（32–100 nM）,7.16,7.16,68.8,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4nccs4)cc3cc2Oc2cccnc2)N1,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4070998,,,COc1ccc(Sc2ccc(Sc3ccccn3)nc2C(=O)Nc2ncc(CCC(=O)O)s2)cc1,179,7.0–7.5（32–100 nM）,7.16,7.16,68.5,activation,TRUE,,178.0,中,2,1,,O=C(Nc1nccs1)c1nc(Sc2ccccn2)ccc1Sc1ccccc1,5,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4636593,,,C[C@@H](O)C(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,180,7.0–7.5（32–100 nM）,7.16,7.16,69.0,activation_by_potency,FALSE,,,弱,1,1,,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCNCC3)ns2)cc1,8,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3971117,,,COCc1ccc(Oc2cc3cc(-c4ccc(CCC(=O)O)cn4)[nH]c3cc2C2CCC(=O)N2C)cn1,183,7.0–7.5（32–100 nM）,7.14,7.14,71.8,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2cccnc2)N1,8,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL577191,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C(C)C)C(C)C)cc3)sc2n1,185,7.0–7.5（32–100 nM）,7.14,7.14,73.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccccc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL575298,,,Cn1ccc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)n1,187,7.0–7.5（32–100 nM）,7.125,7.4,40.0,activation,TRUE,0.88,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL578638,,,CCn1ccc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)n1,188,7.0–7.5（32–100 nM）,7.12,7.52,30.0,activation,TRUE,0.85,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3966487,,,CN1C(=O)CCC1c1cc2[nH]c(-c3ccc(CCC(=O)O)cn3)cc2cc1Oc1ccc(S(C)(=O)=O)cc1,189,7.0–7.5（32–100 nM）,7.12,7.29,51.5,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2ccccc2)N1,16,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5071861,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)COC)c2)n1)OCC,190,7.0–7.5（32–100 nM）,7.12,7.12,75.0,activation,TRUE,,219.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5081517,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(OC(CF)CF)c2)n1)OCC,191,7.0–7.5（32–100 nM）,7.12,7.12,76.0,activation,TRUE,,187.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL563986,,,O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccc(F)cc1,192,7.0–7.5（32–100 nM）,7.12,7.12,76.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccccc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4592014,,,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@@H](C(C)(C)O)C2)cn1,198,7.0–7.5（32–100 nM）,7.105,7.29,51.0,activation_by_potency,FALSE,0.54,,中,4,1,,c1cncc(Oc2ccncc2C2CCC2)c1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221520,,,O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,199,7.0–7.5（32–100 nM）,7.105,7.11,78.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221528,,,O=C(Nc1ccccn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,206,7.0–7.5（32–100 nM）,7.1,7.1,79.43,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5088988,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)CO)c2)n1)OCC,208,7.0–7.5（32–100 nM）,7.1,7.1,79.0,activation,TRUE,,215.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4516141,,,CNC(=O)Nc1cc(Oc2cncc(C)c2)c(CCCO)cn1,210,7.0–7.5（32–100 nM）,7.09,7.18,66.0,activation_by_potency,FALSE,0.96,,中,5,1,,c1cncc(Oc2ccncc2)c1,5,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3903467,,,CN1C(=O)CCC1c1cc2[nH]c(-c3ccc(OCC(=O)O)cn3)cc2cc1Oc1ccc(S(C)(=O)=O)nc1,211,7.0–7.5（32–100 nM）,7.09,7.09,81.0,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2cccnc2)N1,8,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2023437,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC[C@H](F)C3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,212,7.0–7.5（32–100 nM）,7.08,7.08,83.5,activation,TRUE,2.1,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2315027,,,COC[C@H](C)Oc1cc(/C=C/c2ccccc2OC)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,213,7.0–7.5（32–100 nM）,7.08,7.08,83.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5083369,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)CF)c2)n1)OCC,218,7.0–7.5（32–100 nM）,7.06,7.06,87.0,activation,TRUE,,224.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2021545,,,CC[C@@H](COC)Oc1cc(Oc2ccc(S(=O)(=O)OC)cc2)cc(C(=O)Nc2nccs2)c1,219,7.0–7.5（32–100 nM）,7.055,7.22,60.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4469251,,,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@H](O)C2)cn1,221,7.0–7.5（32–100 nM）,7.05,7.14,72.0,activation_by_potency,FALSE,0.92,,中,4,1,,c1cncc(Oc2ccncc2C2CCC2)c1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1164184,,,O=C(Nc1ncc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,222,7.0–7.5（32–100 nM）,7.05,7.05,89.0,activation,TRUE,4.6,,强,3,2,1 条 potential_duplicate,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,15,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1778373,,,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,224,7.0–7.5（32–100 nM）,7.05,7.05,90.0,activation_by_potency,FALSE,,,强,2,2,1 条 potential_duplicate,O=C(Nc1ccccn1)c1cccc(Oc2ccccc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2315025,,,COC[C@H](C)Oc1cc(/C=C/c2c(F)cccc2F)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,226,7.0–7.5（32–100 nM）,7.05,7.05,90.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2408129,,,Cc1cnc(-c2cc(Oc3ccc(S(=O)(=O)N(C)C)cc3)cc(O[C@@H](C)CO)c2)[nH]c1=O,227,7.0–7.5（32–100 nM）,7.05,7.05,90.0,activation_by_potency,FALSE,,,中,3,1,,O=c1ccnc(-c2cccc(Oc3ccccc3)c2)[nH]1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL439344,,,CC(C)Oc1cc(O[C@H](C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,230,7.0–7.5（32–100 nM）,7.05,7.05,90.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(OCCc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL573064,,,Cn1ccc(Nc2ncnc3ccc(Oc4ncccc4Cl)cc23)n1,231,7.0–7.5（32–100 nM）,7.04,7.4,40.0,activation,TRUE,0.86,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)nc1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1258206,,,O=C(Nc1nccs1)/C(=C/C1CCCCC1)c1ccc(-n2nnnc2C(F)(F)F)c(Cl)c1,232,7.0–7.5（32–100 nM）,7.04,7.04,92.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCCC1)c1ccc(-n2cnnn2)cc1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2023055,,,COC1CCN(S(=O)(=O)c2ccc(Oc3cc(OCC=C(C)C)cc(C(=O)Nc4nccs4)c3)cc2)CC1,233,7.0–7.5（32–100 nM）,7.04,7.04,90.4,activation,TRUE,1.7,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3908170,,,Cc1cc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)C4CC4)cc3)s2)ccc1C(=O)O,237,7.0–7.5（32–100 nM）,7.03,7.03,93.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)C2CC2)cc1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL551977,,,CC(CCO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,239,7.0–7.5（32–100 nM）,7.02,7.22,60.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3890502,,,O=C(Nc1ncc(Oc2cccc(CO)c2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,240,7.0–7.5（32–100 nM）,7.02,7.19,64.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2023063,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,242,7.0–7.5（32–100 nM）,7.02,7.02,95.1,activation,TRUE,1.5,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2315023,,,COC[C@H](C)Oc1cc(/C=C/c2ccc(F)cc2F)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,243,7.0–7.5（32–100 nM）,7.02,7.02,95.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3235145,,,Cc1cccnc1-c1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,245,7.0–7.5（32–100 nM）,7.02,7.02,95.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(-c2ccccn2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1255593,,,CS(=O)(=O)c1ccc(/C(=C\C2CCCC2)C(=O)Nc2ncc(C#N)s2)cc1,247,7.0–7.5（32–100 nM）,7.01,7.01,97.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCC1)c1ccccc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3358445,,,CCn1nccc1Oc1cc(C[C@H]2CC[C@@](C)(O)CC2)cnc1NC(=O)NC,248,7.0–7.5（32–100 nM）,7.01,7.01,97.0,activation_by_potency,FALSE,,,中,2,1,,c1cc(Oc2cncc(CC3CCCCC3)c2)[nH]n1,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5093208,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](CC)CO)c2)n1)OCC,250,7.0–7.5（32–100 nM）,7.01,7.01,98.0,activation,TRUE,,255.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1778369,,,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,252,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(Oc2ccccc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2023051,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)cc(C(=O)Nc2nccs2)c1,254,7.0–7.5（32–100 nM）,7.0,7.0,101.0,activation,TRUE,1.7,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2206786,,,COCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C)cn1,255,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2206788,,,COCCC(Oc1ncnc2c1cnn2-c1ccccc1C(F)(F)F)C(=O)Nc1ccc(C)cn1,256,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3976898,,,CCOC(=O)c1cccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)c1,257,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3978176,,,O=C(Nc1ncc(Oc2ccc(CO)cc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,258,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4062882,,,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cc(O)cc21,259,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation,TRUE,,96.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cccc21,8,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4063950,,,N#Cc1cc(S(=O)(=O)C2CC2)c2cnn(C(CC3CCOCC3)C(=O)Nc3ncc(F)s3)c2c1,260,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation,TRUE,,74.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cccc21,8,FALSE
