molecule_chembl_id,molecule_pref_name,assay_chembl_id,activity_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,metric_role,metric_scale,value_nm,pactivity,role_rule,glucose_mM_parsed,activity_comment,potential_duplicate,doc_chembl_id,doc_year,src_short_name,assay_description
CHEMBL1164323,,CHEMBL1167928,3330476,FC,=,1.3,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164508,,CHEMBL1167927,3330496,EC50,=,1180,nM,5.93,potency,concentration,1180.0,5.93,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164508,,CHEMBL1167928,3330474,FC,=,1.25,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164519,,CHEMBL1167927,3330490,EC50,=,320,nM,6.5,potency,concentration,320.0,6.5,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164519,,CHEMBL1167928,3330467,FC,=,1.67,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164577,,CHEMBL1167927,3330494,EC50,=,330,nM,6.48,potency,concentration,330.0,6.48,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164577,,CHEMBL1167928,3330472,FC,=,2.1,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164578,,CHEMBL1167927,3330492,EC50,=,157,nM,6.8,potency,concentration,157.0,6.8,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164578,,CHEMBL1167928,3330470,FC,=,2.97,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164578,,CHEMBL3225185,14538036,EC50,=,157,nM,6.8,potency,concentration,157.0,6.8,EC50 为标准化浓度型效力指标,,,1,CHEMBL3217569,2011,LITERATURE,Activation of recombinant human His6-tagged glucokinase by G6PDH-coupled spectrophotometry
CHEMBL1164578,,CHEMBL3225186,14540230,max activation,=,2.97,,,efficacy,fold,,,max activation 为激活幅度指标，按该 assay 内值域（max=2.97）判为 fold 尺度,,,0,CHEMBL3217569,2011,LITERATURE,Activation of recombinant human His6-tagged glucokinase by G6PDH-coupled spectrophotometry relative to control
CHEMBL1164579,,CHEMBL1167927,3330491,EC50,=,2860,nM,5.54,potency,concentration,2860.0,5.54,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164579,,CHEMBL1167928,3330469,FC,=,1.72,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164586,,CHEMBL1167927,3330513,EC50,,,,,unclassified,,,,EC50 缺少浓度单位（units=None），无法作为效力,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164586,,CHEMBL1167928,3330466,FC,=,1.34,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164587,,CHEMBL1167927,3330512,EC50,,,,,unclassified,,,,EC50 缺少浓度单位（units=None），无法作为效力,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164587,,CHEMBL1167928,3330465,FC,=,1.3,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164726,,CHEMBL1167927,3330510,EC50,,,,,unclassified,,,,EC50 缺少浓度单位（units=None），无法作为效力,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164726,,CHEMBL1167928,3330458,FC,=,1.17,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164790,,CHEMBL1167927,3330487,EC50,=,79,nM,7.1,potency,concentration,79.0,7.1,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164790,,CHEMBL1167928,3330462,FC,=,3.4,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164848,,CHEMBL1167927,3330514,EC50,,,,,unclassified,,,,EC50 缺少浓度单位（units=None），无法作为效力,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164848,,CHEMBL1167928,3330468,FC,=,1.13,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1164970,,CHEMBL1167927,3330499,EC50,=,1350,nM,5.87,potency,concentration,1350.0,5.87,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1164970,,CHEMBL1167928,3330477,FC,=,1.87,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165042,,CHEMBL1167927,3330502,EC50,=,310,nM,6.51,potency,concentration,310.0,6.51,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165042,,CHEMBL1167928,3330480,FC,=,2.49,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165056,,CHEMBL1167927,3330497,EC50,=,1040,nM,5.98,potency,concentration,1040.0,5.98,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165056,,CHEMBL1167928,3330475,FC,=,1.22,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165213,,CHEMBL1167927,3330486,EC50,=,2860,nM,5.54,potency,concentration,2860.0,5.54,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165213,,CHEMBL1167928,3330461,FC,=,2.26,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165284,,CHEMBL1167927,3330489,EC50,=,61,nM,7.21,potency,concentration,61.0,7.21,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165284,,CHEMBL1167928,3330464,FC,=,2.27,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165294,,CHEMBL1167927,3330485,EC50,=,4680,nM,5.33,potency,concentration,4680.0,5.33,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165294,,CHEMBL1167928,3330460,FC,=,1.65,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165479,,CHEMBL1167927,3330511,EC50,,,,,unclassified,,,,EC50 缺少浓度单位（units=None），无法作为效力,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165479,,CHEMBL1167928,3330459,FC,=,1.24,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165587,,CHEMBL1167927,3330495,EC50,=,158,nM,6.8,potency,concentration,158.0,6.8,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165587,,CHEMBL1167928,3330473,FC,=,2.4,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165653,,CHEMBL1167927,3330493,EC50,=,26,nM,7.58,potency,concentration,26.0,7.58,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165653,,CHEMBL1167928,3330471,FC,=,2.55,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165692,,CHEMBL1167927,3330500,EC50,=,2930,nM,5.53,potency,concentration,2930.0,5.53,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165692,,CHEMBL1167928,3330478,FC,=,1.29,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1165817,,CHEMBL1167927,3330488,EC50,=,120,nM,6.92,potency,concentration,120.0,6.92,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL1165817,,CHEMBL1167928,3330463,FC,=,2.55,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL1204008,,CHEMBL1053631,2929360,Activity,=,50,nM,,potency,concentration,50.0,7.3,自由文本指标 Activity 受限提升为效力，描述命中：「half-maximal activat」,,,0,CHEMBL1155225,2009,LITERATURE,Activation of His-tagged human recombinant liver glucokinase expressed in Escherichia coli BL21 (DE3) assessed as drug level required for half-maximal activation
CHEMBL1255593,,CHEMBL1260806,3501456,Activity,=,0.097,uM,,potency,concentration,97.0,7.01,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257152,,CHEMBL1260806,3501450,Activity,=,0.021,uM,,potency,concentration,21.0,7.68,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257153,,CHEMBL1260806,3501451,Activity,=,0.073,uM,,potency,concentration,73.0,7.14,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257269,,CHEMBL1260806,3501452,Activity,=,0.053,uM,,potency,concentration,53.0,7.28,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257270,,CHEMBL1260806,3501453,Activity,=,0.012,uM,,potency,concentration,12.0,7.92,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257390,,CHEMBL1260806,3501454,Activity,=,0.008,uM,,potency,concentration,8.0,8.1,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257391,,CHEMBL1260806,3501455,Activity,=,0.049,uM,,potency,concentration,49.0,7.31,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257500,,CHEMBL1260806,3501457,Activity,=,0.096,uM,,potency,concentration,96.0,7.02,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257621,,CHEMBL1260806,3501458,Activity,=,0.045,uM,,potency,concentration,45.0,7.35,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257622,,CHEMBL1260806,3501459,Activity,=,0.033,uM,,potency,concentration,33.0,7.48,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257742,,CHEMBL1260806,3501460,Activity,=,0.215,uM,,potency,concentration,215.0,6.67,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257743,,CHEMBL1260806,3501461,Activity,=,0.102,uM,,potency,concentration,102.0,6.99,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257864,,CHEMBL1260806,3501462,Activity,=,0.904,uM,,potency,concentration,904.0,6.04,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257865,,CHEMBL1260806,3501463,Activity,=,0.04,uM,,potency,concentration,40.0,7.4,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257976,,CHEMBL1260806,3501465,Activity,=,0.01,uM,,potency,concentration,10.0,8.0,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1257977,,CHEMBL1260806,3501466,Activity,=,0.036,uM,,potency,concentration,36.0,7.44,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258092,,CHEMBL1260806,3501467,Activity,=,0.004,uM,,potency,concentration,4.0,8.4,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258093,,CHEMBL1260806,3501468,Activity,=,0.013,uM,,potency,concentration,13.0,7.89,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258205,,CHEMBL1260806,3501469,Activity,=,0.025,uM,,potency,concentration,25.0,7.6,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258206,,CHEMBL1260806,3501470,Activity,=,0.092,uM,,potency,concentration,92.0,7.04,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258321,,CHEMBL1260806,3501471,Activity,=,0.004,uM,,potency,concentration,4.0,8.4,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258322,,CHEMBL1260806,3501472,Activity,=,0.011,uM,,potency,concentration,11.0,7.96,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258435,,CHEMBL1260806,3501473,Activity,=,0.012,uM,,potency,concentration,12.0,7.92,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258542,,CHEMBL1260806,3501475,Activity,=,1.18,uM,,potency,concentration,1180.0,5.93,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258543,,CHEMBL1260806,3501476,Activity,,,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258768,,CHEMBL1260806,3501464,Activity,=,0.037,uM,,potency,concentration,37.0,7.43,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258769,,CHEMBL1260806,3501431,Activity,=,1.2,uM,,potency,concentration,1200.0,5.92,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258886,,CHEMBL1260806,3501432,Activity,=,0.45,uM,,potency,concentration,450.0,6.35,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258887,,CHEMBL1260806,3501433,Activity,=,0.06,uM,,potency,concentration,60.0,7.22,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1258888,,CHEMBL1260806,3501449,Activity,=,0.029,uM,,potency,concentration,29.0,7.54,自由文本指标 Activity 受限提升为效力，描述命中：「concentration required to 50% increase」,,,0,CHEMBL1255563,2010,LITERATURE,Activation of glucokinase assessed as concentration required to 50% increase in enzyme activity
CHEMBL1270959,,CHEMBL1788085,6224324,EC50,=,3500,nM,5.46,potency,concentration,3500.0,5.46,EC50 为标准化浓度型效力指标,6.5,,0,CHEMBL1782019,2009,LITERATURE,Activation of human recombinant glucokinase using 6.5 mM glucose by spectrophotometry
CHEMBL1270959,,CHEMBL1788086,6224285,Emax,=,101,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=148.0）判为 percent 尺度,6.5,,0,CHEMBL1782019,2009,LITERATURE,Activation of human recombinant glucokinase using 6.5 mM glucose by spectrophotometry relative to control
CHEMBL1334993,,CHEMBL1825590,6351495,Ratio,=,1.24,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in treated to untreated control」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in treated to untreated control by G6PDH coupled continuous spectrophotometric assay
CHEMBL1334993,,CHEMBL1825591,6351561,Ratio,=,0.068,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in compound treated」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in compound treated to Ro-28-1675 by G6PDH coupled continuous spectrophotometric assay
CHEMBL1334993,,CHEMBL1825592,6352496,Ratio,=,1.15,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in treated to untreated control」,20,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 20 mM glucose measured as ratio of enzyme activation in treated to untreated control by G6PDH coupled continuous spectrophotometric assay
CHEMBL1334993,,CHEMBL1825593,6352562,Ratio,=,0.1,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in compound treated」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in compound treated to Ro-28-1675 by G6PDH coupled continuous spectrophotometric assay
CHEMBL1401244,,CHEMBL2215199,12195259,EC50,=,2511.89,nM,5.6,potency,concentration,2511.89,5.6,EC50 为标准化浓度型效力指标,,,0,CHEMBL2202962,2012,LITERATURE,Activation of human glucokinase
CHEMBL1401244,,CHEMBL3226993,14551919,EC50,=,2511.89,nM,5.6,potency,concentration,2511.89,5.6,EC50 为标准化浓度型效力指标,,,1,CHEMBL3217683,2013,LITERATURE,Activity at glucokinase (unknown origin)
CHEMBL1466948,,CHEMBL1825590,6351450,Ratio,=,1.88,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in treated to untreated control」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in treated to untreated control by G6PDH coupled continuous spectrophotometric assay
CHEMBL1466948,,CHEMBL1825591,6351516,Ratio,=,0.177,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in compound treated」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in compound treated to Ro-28-1675 by G6PDH coupled continuous spectrophotometric assay
CHEMBL1466948,,CHEMBL1825592,6351582,Ratio,=,1.17,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in treated to untreated control」,20,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 20 mM glucose measured as ratio of enzyme activation in treated to untreated control by G6PDH coupled continuous spectrophotometric assay
CHEMBL1466948,,CHEMBL1825593,6352517,Ratio,=,0.095,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in compound treated」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in compound treated to Ro-28-1675 by G6PDH coupled continuous spectrophotometric assay
CHEMBL1496831,,CHEMBL1825590,6351502,Ratio,=,1.06,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in treated to untreated control」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in treated to untreated control by G6PDH coupled continuous spectrophotometric assay
CHEMBL1496831,,CHEMBL1825591,6351568,Ratio,=,0.012,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in compound treated」,5,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 5 mM glucose measured as ratio of enzyme activation in compound treated to Ro-28-1675 by G6PDH coupled continuous spectrophotometric assay
CHEMBL1496831,,CHEMBL1825592,6352503,Ratio,=,0.97,,,efficacy,fold,,,自由文本指标 Ratio 受限提升为效能(fold)，描述命中：「ratio of enzyme activation in treated to untreated control」,20,,0,CHEMBL1821720,2011,LITERATURE,Activation of human recombinant glucokinase expressed in Escherichia coli coexpressing G6PDH at 10 uM using 20 mM glucose measured as ratio of enzyme activation in treated to untreated control by G6PDH coupled continuous spectrophotometric assay
