patent_id,patent_number,country,publication_date,family_id,title,surface_forms,n_mentions,hit_clms
19609394,WO-2018191750-A2,WO,2018-10-18,62111239,NOVEL DELIVERY OF LARGE PAYLOADS,"[""Glucokinase (hexokinase 4) regulator""]",1,
20336210,WO-2019053435-A1,WO,2019-03-21,60159269,AGENT,"[""glucokinase regulatory protein""]",2,
20939488,WO-2019135816-A2,WO,2019-07-11,67144241,NOVEL NUCLEIC ACID MODIFIERS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21443963,WO-2019135816-A9,WO,2019-10-17,67144241,NOVEL NUCLEIC ACID MODIFIERS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21335850,WO-2019183577-A1,WO,2019-09-26,67986596,MODULATORS OF G-PROTEIN COUPLED RECEPTORS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
21745884,WO-2020028686-A1,WO,2020-02-06,69232065,TARGETING PIEZO1 FOR TREATMENT OF CANCER AND INFECTIOUS DISEASES,"[""glucokinase regulatory protein""]",1,
21781366,WO-2020033601-A1,WO,2020-02-13,67809656,NOVEL CAS12B ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
22479089,WO-2020131862-A1,WO,2020-06-25,69191210,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
22526625,WO-2020136193-A1,WO,2020-07-02,65030889,PEPTIDE AGONISTS OF ADIPONECTIN RECEPTOR 1 AND 2,"[""GKRP""]",2,
22932700,WO-2020186213-A1,WO,2020-09-17,70228842,NOVEL NUCLEIC ACID MODIFIERS,"[""Glucokinase (hexokinase 4) regulator""]",1,
22976864,WO-2020191102-A1,WO,2020-09-24,70289465,TYPE VII CRISPR PROTEINS AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
23014861,WO-2020193808-A1,WO,2020-10-01,70058386,USE OF FOLLISTATIN IN TYPE 2 DIABETES RISK PREDICTION,"[""glucokinase regulatory protein""]",1,
23054705,WO-2020206036-A1,WO,2020-10-08,70457127,NOVEL NUCLEIC ACID MODIFIER,"[""Glucokinase (hexokinase 4) regulator""]",1,
23960838,WO-2021061698-A1,WO,2021-04-01,75166421,METHODS AND COMPOSITIONS FOR MODULATING FRATAXIN EXPRESSION AND TREATING FRIEDRICH'S ATAXIA,"[""GKRP""]",1,
24478273,WO-2021138469-A1,WO,2021-07-08,76687481,GENOME EDITING USING REVERSE TRANSCRIPTASE ENABLED AND FULLY ACTIVE CRISPR COMPLEXES,"[""Glucokinase (hexokinase 4) regulator""]",1,
25000925,WO-2021216984-A1,WO,2021-10-28,78270211,METHODS FOR ACCELERATING ALCOHOL METABOLISM TO ALLEVIATE INTOXICATION,"[""GKRP"", ""glucokinase regulatory protein""]",6,
25283753,WO-2021257997-A2,WO,2021-12-23,79268746,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
25373907,WO-2022010991-A1,WO,2022-01-13,79552173,COMPOSITIONS AND METHODS FOR INCREASING HOMOLOGY-DIRECTED REPAIR,"[""Glucokinase (hexokinase 4) regulator""]",1,
26677992,WO-2023023748-A1,WO,2023-03-02,85321465,SYSTEM AND METHOD FOR CARDIOVASCULAR HEALTH ASSESSMENT AND RISK MANAGEMENT,"[""glucokinase regulatory protein""]",1,
26934522,WO-2023081756-A1,WO,2023-05-11,84367133,PRECISE GENOME EDITING USING RETRONS,"[""Glucokinase (hexokinase 4) regulator""]",1,
27249405,WO-2023141602-A2,WO,2023-07-27,85283659,ENGINEERED RETRONS AND METHODS OF USE,"[""Glucokinase (hexokinase 4) regulator""]",1,
27475299,WO-2023230592-A1,WO,2023-11-30,88920146,METHODS OF IDENTIFYING GENETICALLY-ANCHORED MOLECULAR SIGNATURES FOR DISEASE AND TREATMENTS THEREOF,"[""glucokinase regulatory protein""]",1,
27910871,WO-2023235810-A2,WO,2023-12-07,89025657,SYSTEMS AND METHODS FOR ANALYSIS OF SAMPLES ASSOCIATED WITH NONALCOHOLIC FATTY LIVER DISEASE,"[""Glucokinase regulator""]",1,
27497668,WO-2023240261-A1,WO,2023-12-14,87517476,NUCLEOBASE EDITING SYSTEM AND METHOD OF USING SAME FOR MODIFYING NUCLEIC ACID SEQUENCES,"[""Glucokinase (hexokinase 4) regulator""]",1,
27593104,WO-2024020346-A2,WO,2024-01-25,89618555,"GENE EDITING COMPONENTS, SYSTEMS, AND METHODS OF USE","[""Glucokinase (hexokinase 4) regulator""]",1,
27971239,WO-2024025808-A1,WO,2024-02-01,89707203,POPULATION-SCALE ORGANOID POOLS,"[""glucokinase regulatory protein""]",1,
27667854,WO-2024044723-A1,WO,2024-02-29,92929087,ENGINEERED RETRONS AND METHODS OF USE,"[""Glucokinase (hexokinase 4) regulator""]",2,
27972133,WO-2024047497-A1,WO,2024-03-07,88412344,TREATMENTS FOR PRURIGO NODULARIS,"[""glucokinase regulatory protein""]",1,
28017946,WO-2024138048-A1,WO,2024-06-27,89771888,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
52392931,WO-2025006921-A1,WO,2025-01-02,91946637,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
52086234,WO-2025007020-A1,WO,2025-01-02,93939943,MULTIPLEXED RETRON GENOME EDITING IN PROKARYOTIC AND EUKARYOTIC GENOMES,"[""Glucokinase (hexokinase 4) regulator""]",1,
52697390,WO-2025015268-A1,WO,2025-01-16,92214317,MODULATORS OF CALCITONIN RECEPTOR AND/OR AMYLIN RECEPTOR ACTIVITY,"[""GKRP"", ""glucokinase regulatory protein""]",2,
52555441,WO-2025015269-A1,WO,2025-01-16,92295480,"COMPOUNDS, COMPOSITIONS, AND METHODS","[""GKRP"", ""glucokinase regulatory protein""]",2,
52995156,WO-2025049959-A2,WO,2025-03-06,92800227,"GENE EDITING SYSTEMS, COMPOSITIONS, AND METHODS FOR TREATMENT OF VEXAS SYNDROME","[""Glucokinase (hexokinase 4) regulator""]",1,
53734464,WO-2025049959-A9,WO,2025-06-12,92800227,"GENE EDITING SYSTEMS, COMPOSITIONS, AND METHODS FOR TREATMENT OF VEXAS SYNDROME","[""Glucokinase (hexokinase 4) regulator""]",1,
53136199,WO-2025085574-A1,WO,2025-04-24,95449334,METHODS FOR IMPROVED PREDICTIONS OF POLYGENIC PHENOTYPES ACROSS DIVERSE POPULATIONS,"[""Glucokinase regulator""]",1,
53574836,WO-2025106510-A1,WO,2025-05-22,95743453,SYSTEMS AND METHODS FOR ANALYSIS OF SAMPLES ASSOCIATED WITH INSULIN RESISTANCE,"[""glucokinase regulatory protein""]",1,
53741257,WO-2025122848-A2,WO,2025-06-12,95980443,PRODUCTS AND METHODS RELATING TO SINGLE NUCLEOTIDE POLYMORPHISM TM6SF2 RS58542926,"[""glucokinase regulatory protein""]",1,
53852363,WO-2025137307-A1,WO,2025-06-26,94341064,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
54103184,WO-2025168575-A1,WO,2025-08-14,90123100,INHIBITORS OF NAD BIOSYNTHESIS FOR THE TREATMENT OF DENGUE VIRUS INFECTIONS,"[""glucokinase regulatory protein""]",2,
54101967,WO-2025171340-A1,WO,2025-08-14,94871188,THE TREATMENT OF CALCITONIN- AND/OR AMYLIN-RECEPTOR ASSOCIATED CONDITIONS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
54102213,WO-2025171341-A2,WO,2025-08-14,94871460,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH CALCITONIN RECEPTOR AND/OR AMYLIN RECEPTOR ACTIVITY,"[""GKRP"", ""glucokinase regulatory protein""]",2,
